CUST_ID,REGISTRATION_ID,NAME,AGE,GENDER,MARITAL_STATUS,PROFESSION,EDUCATION,CUST_COUNTRY,CUST_STATE,CUST_CITY,CUST_ADDRESS1,CUST_ADDRESS2,CUST_POSTAL_ZONE,CUST_EMAIL,CUST_PHONE_NUMBER,CUST_FAX,INCOME,MEMBERS_IN_HOUSEHOLD,MONTHS_CUSTOMER
909,"GREGORYBAUER@EMAIL1.COM","",27,"M","S","Private Sector","High School","","","","","","","","","",18029,1,36
1153,"BILLY.HILLORY@EMAIL3.COM","",28,"F","S","Engineer","College","","","","","","","","","",63472,1,24
75,"ROSS.PITT","",28,"M","S","Unemployed","High School","","","","","","","","","",25103,1,48
368,"GREGORY.WILSON","",28,"M","S","Financial analyst","Post College","","","","","","","","","",42761,1,24
431,"JOHNMOSS@EMAIL1.COM","",28,"F","S","Engineer","College","","","","","","","","","",47617,1,24
730,"GEORGEREADY@EMAIL1.COM","",28,"M","S","Doctor","College","","","","","","","","","",33412,1,48
753,"HELENA.BIRD@EMAIL2.COM","",28,"M","S","Engineer","Post College","","","","","","","","","",38476,1,36
858,"CHARLIE.BODZ@EMAIL1.COM","",28,"F","S","Scientist","College","","","","","","","","","",44764,1,12
894,"GREG.JACKSON@EMAIL1.COM","",28,"F","S","Engineer","College","","","","","","","","","",54627,1,24
1075,"ADRIAN.BAUER@EMAIL3.COM","",28,"M","S","Not employed","High School","","","","","","","","","",34304,1,48
66,"OWEN.WEBB","",29,"F","S","Accountant","College","","","","","","","","","",39997,1,24
130,"KEITH.TOWB","",29,"F","S","Self Employed","College","","","","","","","","","",64083,1,24
194,"HELENA.MONK","",29,"M","S","Professor","College","","","","","","","","","",37641,1,36
297,"ROSS.JACKSON","",29,"M","S","Private Sector","High School","","","","","","","","","",14212,1,48
1066,"TERRI.HILLORY@EMAIL1.COM","",29,"F","S","Engineer","College","","","","","","","","","",22847,1,24
1130,"MARK.JACKSON@EMAIL3.COM","",29,"F","S","Engineer","College","","","","","","","","","",50443,1,24
1194,"ANASTASIA.MILLER@EMAIL1.COM","",29,"M","S","Professor","College","","","","","","","","","",45124,1,36
60,"MILA.BODZ","",29,"M","S","Nursing","Post College","","","","","","","","","",81858,1,0
161,"BILLY.BRINK","",29,"F","S","Scientist","College","","","","","","","","","",35722,1,36
256,"GEORGE.BAUER","",29,"M","S","Self Employed","Post College","","","","","","","","","",54920,1,24
948,"MICHAEL.MOSS@EMAIL1.COM","",28,"M","S","Financial analyst","Post College","","","","","","","","","",55860,1,24
1091,"CHARLIE.PITT@EMAIL3.COM","",28,"M","S","Not employed","College","","","","","","","","","",38912,1,48
1098,"CRAIG.WILSON@EMAIL3.COM","",28,"F","S","Professor","Post College","","","","","","","","","",38100,1,24
1135,"MICHAEL.WEBB@EMAIL3.COM","",28,"F","S","Doctor","Post College","","","","","","","","","",69600,1,0
402,"MICHAEL.ANDERSON","",29,"M","S","Scientist","College","","","","","","","","","",31340,1,48
519,"KEITHMONK@EMAIL1.COM","",29,"M","S","Engineer","College","","","","","","","","","",33766,1,0
551,"ADRIANTOWB@EMAIL1.COM","",29,"F","S","Doctor","Post College","","","","","","","","","",64427,1,0
627,"JOHN.HOUSE@EMAIL2.COM","",29,"F","S","Lawyer","College","","","","","","","","","",43392,1,36
631,"KEITH.BODZ@EMAIL1.COM","",29,"F","S","Professor","College","","","","","","","","","",48982,1,24
643,"MARK.BAUER@EMAIL2.COM","",29,"M","S","Doctor","Post College","","","","","","","","","",63173,1,48
671,"ADRIAN.PITT@EMAIL2.COM","",29,"M","S","Nursing","Post College","","","","","","","","","",65496,1,0
710,"CRAIG.HOUSE@EMAIL1.COM","",29,"F","S","Private Sector","High School","","","","","","","","","",13193,1,36
726,"GEORGE.PITT@EMAIL1.COM","",29,"F","S","Scientist","College","","","","","","","","","",50219,1,24
756,"HELENA.WEBB@EMAIL2.COM","",29,"F","S","Pharmacist","College","","","","","","","","","",55070,1,24
766,"JOHN.ALBA@EMAIL3.COM","",29,"F","S","Scientist","Post College","","","","","","","","","",36013,1,24
868,"CHARLIEREADY@EMAIL1.COM","",29,"M","S","Financial analyst","College","","","","","","","","","",57949,1,24
919,"JACOB.TOWB@EMAIL3.COM","",29,"F","S","Engineer","Post College","","","","","","","","","",75156,1,24
922,"JASON.MILLER@EMAIL2.COM","",29,"F","S","Doctor","College","","","","","","","","","",22907,1,36
1060,"ROSS.LARTER@EMAIL3.COM","",29,"M","S","Financial analyst","Post College","","","","","","","","","",62495,1,0
1161,"CRAIG.JACKSON@EMAIL3.COM","",29,"F","S","Engineer","College","","","","","","","","","",47157,1,36
127,"KEITH.MONK","",29,"M","S","Financial analyst","Post College","","","","","","","","","",72247,1,36
225,"TOM.ROBERTS","",29,"M","S","Accountant","Post College","","","","","","","","","",63792,1,12
344,"MICHAEL.HOUSE","",29,"M","S","Private Sector","High School","","","","","","","","","",34465,1,48
331,"GREGORY.READY","",29,"M","S","Engineer","College","","","","","","","","","",54910,1,48
365,"GEORGE.JACKSON","",29,"F","S","Financial analyst","College","","","","","","","","","",65638,1,0
377,"ROBERT.ROBERTS","",29,"M","S","Nursing","College","","","","","","","","","",33579,1,24
398,"CHARLIE.ANDERSON","",29,"M","S","Private Sector","High School","","","","","","","","","",32010,1,48
1127,"JOHN.JACKSON@EMAIL3.COM","",29,"M","S","Accountant","Post College","","","","","","","","","",40119,1,36
1225,"ANASTASIA.ANDERSON@EMAIL1.COM","",29,"M","S","Engineer","Post College","","","","","","","","","",42950,1,12
469,"CHRISMOSS@EMAIL1.COM","",29,"F","S","Engineer","College","","","","","","","","","",32689,1,0
687,"BILLY.HOUSE@EMAIL1.COM","",29,"F","S","Engineer","Post College","","","","","","","","","",60973,1,48
755,"HELENA.PITT@EMAIL1.COM","",29,"F","S","Scientist","Post College","","","","","","","","","",75761,1,48
958,"RICH.KODJO@EMAIL3.COM","",29,"F","S","Self Employed","Post College","","","","","","","","","",44026,1,24
692,"BOB.JACKSON@EMAIL2.COM","",30,"M","S","Financial analyst","College","","","","","","","","","",45209,1,12
443,"ALAN.MOSS@EMAIL1.COM","",30,"F","S","Accountant","Post College","","","","","","","","","",79031,1,24
488,"GREG.MOSS@EMAIL2.COM","",30,"M","S","Pharmacist","College","","","","","","","","","",39676,1,48
553,"ALAN.HOUSE@EMAIL2.COM","",30,"M","S","Not employed","College","","","","","","","","","",38940,1,24
646,"MILA.HOUSE@EMAIL2.COM","",30,"M","S","Private Sector","High School","","","","","","","","","",18828,1,48
696,"CHARLIEMONK@EMAIL1.COM","",30,"F","S","Engineer","Post College","","","","","","","","","",57814,1,12
751,"HELENA.ALBA@EMAIL1.COM","",30,"M","S","Nursing","College","","","","","","","","","",29027,1,48
328,"GREGORY.BRINK","",30,"F","S","Self Employed","High School","","","","","","","","","",26487,1,24
439,"ROSSWEBB@EMAIL1.COM","",30,"M","S","Financial analyst","College","","","","","","","","","",28238,1,24
472,"CHRISWEBB@EMAIL1.COM","",30,"M","S","Engineer","Post College","","","","","","","","","",50472,1,12
514,"JOHNBRINK@EMAIL1.COM","",30,"M","S","Self Employed","High School","","","","","","","","","",15257,1,0
515,"JOHNHOUSE@EMAIL1.COM","",30,"M","S","Professor","College","","","","","","","","","",66256,1,0
586,"CHRIS.PITT@EMAIL2.COM","",30,"F","S","Private Sector","High School","","","","","","","","","",28781,1,0
362,"CRAIG.ANDERSON","",29,"F","S","Pharmacist","College","","","","","","","","","",25093,1,48
489,"GREG.PITT@EMAIL1.COM","",29,"M","S","Professor","Post College","","","","","","","","","",56723,1,24
764,"JACOBCORTEZ@EMAIL1.COM","",29,"M","S","Nursing","Post College","","","","","","","","","",49629,1,12
798,"ROSS.BODZ@EMAIL3.COM","",29,"F","S","Not employed","Post College","","","","","","","","","",80698,1,24
936,"KEITH.PITT@EMAIL3.COM","",30,"F","S","Accountant","College","","","","","","","","","",37560,1,24
85,"BILLY.PITT","",31,"M","S","Self Employed","Post College","","","","","","","","","",72902,1,24
96,"CRAIG.BIRD","",31,"M","S","Private Sector","High School","","","","","","","","","",30443,1,24
245,"CHARLIE.BODZ","",31,"M","S","Doctor","College","","","","","","","","","",61764,1,36
860,"CHARLIE.MONK@EMAIL1.COM","",31,"M","S","Not employed","Post College","","","","","","","","","",81526,1,0
1085,"BILLY.WILSON@EMAIL3.COM","",31,"M","S","Not employed","Post College","","","","","","","","","",80187,1,24
1096,"CRAIG.DENNER@EMAIL3.COM","",31,"M","S","Private Sector","High School","","","","","","","","","",27968,1,24
74,"ROSS.MOSS","",31,"M","S","Self Employed","College","","","","","","","","","",57868,1,24
149,"ADRIAN.DERN","",31,"M","S","Private Sector","High School","","","","","","","","","",13817,1,12
376,"RICH.BARNFIELD","",31,"M","S","Pharmacist","Post College","","","","","","","","","",55458,1,48
378,"STEVEN.ROBERTS","",31,"M","S","Accountant","Post College","","","","","","","","","",66876,1,48
744,"GREGORYMOSS@EMAIL1.COM","",31,"F","S","Doctor","Post College","","","","","","","","","",55859,1,24
840,"ALAN.ROBERTS@EMAIL1.COM","",31,"M","S","Lawyer","College","","","","","","","","","",52874,1,12
940,"LINDSEY.TOWB@EMAIL1.COM","",31,"M","S","Self Employed","Post College","","","","","","","","","",51802,1,36
949,"MICHAEL.MOSS@EMAIL2.COM","",31,"F","S","Not employed","High School","","","","","","","","","",14931,1,24
1074,"WILLIAM.BAUER@EMAIL2.COM","",31,"M","S","Financial analyst","College","","","","","","","","","",59060,1,24
1149,"WILLIAM.MILLER@EMAIL2.COM","",31,"M","S","Private Sector","High School","","","","","","","","","",14042,1,12
242,"BRANDON.ALBA","",31,"M","S","Engineer","College","","","","","","","","","",30475,1,36
243,"BRANDON.MOSS","",31,"M","S","Doctor","Post College","","","","","","","","","",45224,1,36
603,"CRAIG.TOWB@EMAIL1.COM","",30,"F","S","Not employed","Post College","","","","","","","","","",58186,1,24
719,"EMMA.LARTER@EMAIL1.COM","",30,"M","S","Engineer","Post College","","","","","","","","","",38457,1,48
806,"ROSSJACKSON@EMAIL1.COM","",30,"F","S","Nursing","Post College","","","","","","","","","",71254,1,36
535,"ROSS.MONK@EMAIL2.COM","",30,"F","S","Private Sector","High School","","","","","","","","","",16707,1,48
992,"BRED.ANDERSON@EMAIL2.COM","",31,"M","S","Not employed","Post College","","","","","","","","","",36848,1,48
496,"GREGHOUSE@EMAIL1.COM","",31,"F","S","Engineer","College","","","","","","","","","",38105,1,24
624,"JASON.WEBB@EMAIL1.COM","",31,"F","S","Accountant","College","","","","","","","","","",31248,1,12
69,"RICH.MOSS","",32,"F","S","Engineer","College","","","","","","","","","",41230,1,36
1069,"TREVOR.CORTEZ@EMAIL1.COM","",32,"F","S","Financial analyst","College","","","","","","","","","",33216,1,36
92,"CHRIS.MOSS","",32,"M","S","Not employed","High School","","","","","","","","","",31357,1,36
139,"ROSS.BRINK","",32,"F","S","Unemployed","High School","","","","","","","","","",17641,1,24
228,"TREVOR.MONK","",32,"F","S","Engineer","Post College","","","","","","","","","",50490,1,48
233,"ADRIAN.BAUER","",32,"M","S","Financial analyst","College","","","","","","","","","",69229,1,36
296,"ROSS.HILLORY","",32,"M","S","Private Sector","High School","","","","","","","","","",18447,1,48
665,"ADRIAN.BIRD@EMAIL2.COM","",32,"M","S","Nursing","Post College","","","","","","","","","",52966,1,24
693,"BOB.READY@EMAIL3.COM","",32,"F","S","Engineer","College","","","","","","","","","",22327,1,12
803,"ROSS.POLO@EMAIL3.COM","",32,"F","S","Professor","Post College","","","","","","","","","",60185,1,24
885,"EMMA.ROBERTS@EMAIL1.COM","",32,"M","S","Engineer","College","","","","","","","","","",57688,1,24
956,"MICHAELBRINK@EMAIL1.COM","",32,"M","S","Engineer","Post College","","","","","","","","","",84405,1,24
1092,"CHARLIE.TOWB@EMAIL3.COM","",32,"M","S","Private Sector","High School","","","","","","","","","",36647,1,36
1139,"ROBERT.STILLER@EMAIL2.COM","",32,"F","S","Private Sector","High School","","","","","","","","","",31227,1,24
1228,"DANIEL.BARNFIELD@EMAIL3.COM","",32,"F","S","Financial analyst","Post College","","","","","","","","","",67507,1,48
1233,"STUART.BARNFIELD@EMAIL3.COM","",32,"M","S","Doctor","College","","","","","","","","","",54859,1,36
453,"BILLYMONK@EMAIL1.COM","",31,"F","S","Engineer","Post College","","","","","","","","","",85424,1,24
479,"EMMA.DERN@EMAIL2.COM","",31,"M","S","Not employed","College","","","","","","","","","",59450,1,36
615,"JACOB.BODZ@EMAIL2.COM","",31,"M","S","Doctor","College","","","","","","","","","",46304,1,48
669,"ADRIAN.MOSS@EMAIL1.COM","",31,"M","S","Engineer","Post College","","","","","","","","","",78458,1,12
1216,"LINDSEY.HILLORY@EMAIL3.COM","",33,"F","S","Private Sector","High School","","","","","","","","","",32502,1,36
102,"CRAIG.WEBB","",33,"M","S","Financial analyst","Post College","","","","","","","","","",85587,1,36
191,"HARVEY.ALBA","",33,"M","S","Scientist","College","","","","","","","","","",27376,1,24
226,"TREVOR.BIRD","",33,"F","S","Self Employed","College","","","","","","","","","",27853,1,12
374,"MICHAEL.CORTEZ","",33,"F","S","Professor","Post College","","","","","","","","","",69239,1,48
548,"ADRIANMONK@EMAIL1.COM","",33,"F","S","Lawyer","Post College","","","","","","","","","",63349,1,12
623,"JASON.POLO@EMAIL1.COM","",33,"F","S","Financial analyst","College","","","","","","","","","",52171,1,48
711,"CRAIG.HOUSE@EMAIL2.COM","",33,"F","S","Nursing","College","","","","","","","","","",48572,1,24
734,"GREG.DENNER@EMAIL2.COM","",33,"M","S","Self Employed","Post College","","","","","","","","","",86202,1,48
819,"TREVOR.MOSS@EMAIL1.COM","",33,"F","S","Engineer","Post College","","","","","","","","","",49428,1,48
820,"TREVOR.MOSS@EMAIL2.COM","",33,"F","S","Engineer","Post College","","","","","","","","","",67979,1,48
1102,"EMMA.HOFFMAN@EMAIL3.COM","",33,"M","S","Engineer","Post College","","","","","","","","","",89016,1,36
1191,"ADRIAN.ROBERTS@EMAIL3.COM","",33,"M","S","Professor","College","","","","","","","","","",27704,1,24
1226,"ANASTASIA.CORTEZ@EMAIL3.COM","",33,"F","S","Engineer","College","","","","","","","","","",42280,1,12
51,"JOHN.ALBA","",33,"M","S","Private Sector","High School","","","","","","","","","",28717,1,24
76,"ROSS.TOWB","",33,"M","S","Lawyer","College","","","","","","","","","",30842,1,36
119,"JASON.POLO","",33,"M","S","Private Sector","High School","","","","","","","","","",33192,1,0
148,"ADRIAN.BODZ","",33,"M","S","Not employed","College","","","","","","","","","",41149,1,0
175,"DANIEL.MONK","",33,"M","S","Professor","College","","","","","","","","","",28837,1,48
544,"ROSSREADY@EMAIL1.COM","",32,"F","S","Pharmacist","Post College","","","","","","","","","",85611,1,24
628,"JOHN.READY@EMAIL1.COM","",32,"F","S","Financial analyst","Post College","","","","","","","","","",58023,1,36
216,"ROSS.CORTEZ","",33,"F","S","Unemployed","High School","","","","","","","","","",22898,1,36
981,"ADRIANJACKSON@EMAIL1.COM","",33,"M","S","Self Employed","College","","","","","","","","","",61508,1,12
1119,"GREGORYJACKSON@EMAIL1.COM","",33,"M","S","Not employed","High School","","","","","","","","","",14990,1,0
1148,"TREVOR.READY@EMAIL3.COM","",33,"M","S","Lawyer","College","","","","","","","","","",55208,1,0
1175,"KEITH.HOFFMAN@EMAIL3.COM","",33,"M","S","Professor","College","","","","","","","","","",30109,1,48
254,"DUSTIN.BRINK","",33,"F","S","Private Sector","High School","","","","","","","","","",32120,1,24
796,"ROBERT.MOSS@EMAIL2.COM","",33,"F","S","Self Employed","College","","","","","","","","","",54440,1,24
980,"ADRIAN.WEBB@EMAIL3.COM","",34,"M","S","Lawyer","Post College","","","","","","","","","",75226,1,0
370,"HELENA.JACKSON","",34,"F","S","Engineer","College","","","","","","","","","",48939,1,0
567,"BILLYHOUSE@EMAIL1.COM","",34,"F","S","Private Sector","High School","","","","","","","","","",29920,1,48
616,"JACOB.PITT@EMAIL1.COM","",34,"M","S","Engineer","Post College","","","","","","","","","",48534,1,24
750,"HARVEY.POLO@EMAIL2.COM","",34,"M","S","Scientist","College","","","","","","","","","",63903,1,24
784,"MICHAELMONK@EMAIL1.COM","",34,"F","S","Professor","Post College","","","","","","","","","",48619,1,12
888,"GEORGE.HOUSE@EMAIL1.COM","",34,"F","S","Doctor","Post College","","","","","","","","","",86114,1,24
971,"TREVOR.READY@EMAIL2.COM","",34,"F","S","Engineer","College","","","","","","","","","",25630,1,12
972,"TREVORCORTEZ@EMAIL1.COM","",34,"F","S","Not employed","High School","","","","","","","","","",30351,1,12
121,"JOHN.BRINK","",34,"M","S","Scientist","College","","","","","","","","","",62308,1,24
483,"GREG.BIRD@EMAIL2.COM","",34,"F","S","Self Employed","High School","","","","","","","","","",16748,1,48
568,"BILLYREADY@EMAIL1.COM","",34,"F","S","Doctor","Post College","","","","","","","","","",89956,1,0
746,"GREGORYTOWB@EMAIL1.COM","",34,"M","S","Lawyer","College","","","","","","","","","",72802,1,36
856,"BRED.ROBERTS@EMAIL2.COM","",34,"M","S","Private Sector","High School","","","","","","","","","",20234,1,24
317,"CHARLIE.HOUSE","",33,"F","S","Private Sector","High School","","","","","","","","","",35330,1,24
662,"TREVORTOWB@EMAIL1.COM","",33,"F","S","Self Employed","High School","","","","","","","","","",35343,1,0
1051,"KEITH.READY@EMAIL3.COM","",33,"M","S","Private Sector","High School","","","","","","","","","",16279,1,24
1076,"ADRIAN.BRINK@EMAIL3.COM","",33,"M","S","Engineer","College","","","","","","","","","",51627,1,36
206,"KEITH.HOUSE","",35,"F","S","Financial analyst","College","","","","","","","","","",73507,1,24
299,"STUART.BRINK","",35,"M","S","Self Employed","Post College","","","","","","","","","",65351,1,24
1028,"GREGORY.KODJO@EMAIL2.COM","",35,"F","S","Self Employed","College","","","","","","","","","",45956,1,36
1206,"STEVEN.STILLER@EMAIL3.COM","",35,"F","S","Lawyer","College","","","","","","","","","",50042,1,24
21,"10252043","",35,"M","S","Doctor","College","","","","","","","","","",43489,1,24
56,"JOHN.PITT","",35,"F","S","Financial analyst","Post College","","","","","","","","","",74108,1,36
598,"CRAIG.MONK@EMAIL1.COM","",35,"M","S","Self Employed","College","","","","","","","","","",53860,1,48
869,"CHRIS.BIRD@EMAIL3.COM","",35,"F","S","Engineer","Post College","","","","","","","","","",65578,1,0
979,"ADRIAN.TOWB@EMAIL3.COM","",35,"F","S","Engineer","College","","","","","","","","","",33920,1,48
1021,"GEORGEJACKSON@EMAIL1.COM","",35,"M","S","Accountant","College","","","","","","","","","",38626,1,24
1056,"MICHAEL.READY@EMAIL2.COM","",35,"F","S","Financial analyst","Post College","","","","","","","","","",53191,1,36
300,"STUART.KODJO","",35,"F","S","Not employed","High School","","","","","","","","","",34314,1,12
394,"WILLIAM.HOFFMAN","",35,"F","S","Self Employed","High School","","","","","","","","","",26093,1,0
640,"KEITHBRINK@EMAIL1.COM","",35,"F","S","Private Sector","High School","","","","","","","","","",37982,1,24
289,"MICHAEL.MONK","",35,"F","S","Not employed","Post College","","","","","","","","","",73365,1,48
310,"WILLIAM.POLO","",35,"F","S","Engineer","Post College","","","","","","","","","",69678,1,36
311,"ADRIAN.CORTEZ","",35,"F","S","Doctor","Post College","","","","","","","","","",61909,1,36
788,"MILA.WEBB@EMAIL3.COM","",35,"F","S","Not employed","College","","","","","","","","","",33655,1,48
137,"RICH.KODJO","",36,"M","S","Private Sector","High School","","","","","","","","","",27894,1,0
941,"MARK.BAUER@EMAIL3.COM","",34,"M","S","Unemployed","High School","","","","","","","","","",15598,1,0
1121,"HELENA.JACKSON@EMAIL1.COM","",34,"M","S","Engineer","College","","","","","","","","","",70142,1,24
396,"ANASTASIA.CORTEZ","",34,"F","S","Professor","College","","","","","","","","","",63832,1,24
28,"BOB.MOSS","",35,"F","S","Pharmacist","College","","","","","","","","","",71209,1,36
754,"HELENA.MOSS@EMAIL2.COM","",36,"M","S","Self Employed","College","","","","","","","","","",58372,1,24
923,"JASON.POLO@EMAIL3.COM","",36,"F","S","Nursing","Post College","","","","","","","","","",81818,1,36
192,"HELENA.ALBA","",36,"M","S","Engineer","Post College","","","","","","","","","",75238,1,24
450,"BILL.POLO@EMAIL1.COM","",36,"M","S","Engineer","College","","","","","","","","","",62813,1,36
1192,"ANAGAYCHUK@EMAIL4.COM","",36,"M","S","Not employed","Post College","","","","","","","","","",48800,1,24
457,"BILLYWEBB@EMAIL1.COM","",37,"M","S","Pharmacist","College","","","","","","","","","",56602,1,12
935,"KEITH.CORTEZ@EMAIL1.COM","",37,"M","S","Accountant","College","","","","","","","","","",58958,1,48
41,"BRED.TOWB","",37,"M","S","Self Employed","Post College","","","","","","","","","",64899,1,36
152,"ADRIAN.PITT","",37,"M","S","Engineer","Post College","","","","","","","","","",48170,1,24
306,"TREVOR.READY","",37,"M","S","Professor","Post College","","","","","","","","","",78146,1,24
359,"BRANDON.MILLER","",37,"M","S","Not employed","College","","","","","","","","","",47060,1,36
383,"CHARLIE.JACKSON","",37,"F","S","Engineer","College","","","","","","","","","",44747,1,36
609,"GEORGEMOSS@EMAIL1.COM","",37,"M","S","Accountant","College","","","","","","","","","",55973,1,0
943,"MICHAEL.BIRD@EMAIL1.COM","",37,"M","S","Not employed","College","","","","","","","","","",71633,1,12
955,"MICHAELBAUER@EMAIL1.COM","",37,"M","S","Nursing","College","","","","","","","","","",37280,1,24
1041,"JACOB.STILLER@EMAIL1.COM","",37,"M","S","Professor","Post College","","","","","","","","","",77793,1,36
1152,"BILLY.BARNFIELD@EMAIL2.COM","",37,"M","S","Not employed","Post College","","","","","","","","","",82657,1,24
760,"JACOB.HOUSE@EMAIL2.COM","",37,"F","S","Unemployed","High School","","","","","","","","","",20470,1,48
258,"GEORGE.HOUSE","",37,"F","S","Not employed","College","","","","","","","","","",36913,1,48
1137,"OWEN.HOFFMAN@EMAIL3.COM","",36,"M","S","Unemployed","High School","","","","","","","","","",22271,1,0
295,"ROBERT.BRINK","",36,"M","S","Engineer","College","","","","","","","","","",35313,1,36
356,"ANASTASIA.ALBA","",36,"F","S","Self Employed","College","","","","","","","","","",31924,1,24
385,"DUSTIN.ANDERSON","",36,"F","S","Engineer","Post College","","","","","","","","","",46930,1,48
219,"STEVEN.DERN","",38,"F","S","Private Sector","High School","","","","","","","","","",22031,1,24
655,"TOM.LARTER@EMAIL1.COM","",38,"M","S","Engineer","College","","","","","","","","","",49984,1,36
701,"CHRIS.BRINK@EMAIL2.COM","",38,"M","S","Professor","College","","","","","","","","","",51016,1,36
702,"CHRIS.HOUSE@EMAIL1.COM","",38,"M","S","Professor","College","","","","","","","","","",72190,1,36
933,"KEITH.BIRD@EMAIL3.COM","",38,"M","S","Engineer","College","","","","","","","","","",57091,1,36
1029,"GREGORY.READY@EMAIL1.COM","",38,"M","S","Scientist","Post College","","","","","","","","","",80087,1,24
1151,"ANASTASIA.BRINK@EMAIL1.COM","",38,"F","S","Doctor","College","","","","","","","","","",76020,1,48
1219,"MICHAEL.JACKSON@EMAIL3.COM","",38,"F","S","Private Sector","High School","","","","","","","","","",24203,1,24
307,"WILLIAM.MONK","",38,"F","S","Private Sector","High School","","","","","","","","","",33584,1,24
481,"GREG.ALBA@EMAIL1.COM","",38,"M","S","Self Employed","Post College","","","","","","","","","",61882,1,24
732,"GREG.BODZ@EMAIL3.COM","",38,"F","S","Financial analyst","Post College","","","","","","","","","",52188,1,0
250,"CHARLIE.WEBB","",39,"M","S","Financial analyst","College","","","","","","","","","",30032,1,24
675,"ADRIAN.WEBB@EMAIL2.COM","",39,"M","S","Private Sector","High School","","","","","","","","","",30501,1,24
357,"ANASTASIA.MONK","",39,"M","S","Financial analyst","College","","","","","","","","","",68638,1,24
400,"HELENA.BARNFIELD","",39,"M","S","Nursing","College","","","","","","","","","",47160,1,36
405,"BOBMONK@EMAIL1.COM","",39,"M","S","Self Employed","High School","","","","","","","","","",37102,1,12
415,"BOB.BODZ@EMAIL2.COM","",39,"F","S","Doctor","Post College","","","","","","","","","",71998,1,12
773,"JOHN.WILSON@EMAIL1.COM","",39,"M","S","Not employed","Post College","","","","","","","","","",82123,1,36
791,"OWEN.LARTER@EMAIL2.COM","",39,"F","S","Private Sector","High School","","","","","","","","","",24268,1,36
458,"BOB.BAUER@EMAIL1.COM","",38,"M","S","Self Employed","College","","","","","","","","","",61384,1,24
632,"KEITH.BODZ@EMAIL2.COM","",38,"M","S","Financial analyst","College","","","","","","","","","",52251,1,36
29,"BOB.PITT","",38,"M","S","Pharmacist","Post College","","","","","","","","","",64196,1,24
151,"ADRIAN.MOSS","",38,"F","S","Not employed","College","","","","","","","","","",41860,1,48
423,"GREGBIRD@EMAIL1.COM","",39,"F","S","Accountant","Post College","","","","","","","","","",74280,1,24
424,"GREGBODZ@EMAIL1.COM","",39,"F","S","Professor","College","","","","","","","","","",67833,1,24
570,"BOB.CORTEZ@EMAIL2.COM","",39,"M","S","Scientist","College","","","","","","","","","",75098,1,24
537,"ROSS.PITT@EMAIL1.COM","",39,"F","S","Self Employed","College","","","","","","","","","",54744,1,36
158,"BILL.CORTEZ","",40,"M","S","Doctor","College","","","","","","","","","",64055,1,36
163,"BILLY.READY","",40,"M","S","Not employed","College","","","","","","","","","",63886,1,24
461,"BOB.HOUSE@EMAIL2.COM","",40,"F","S","Financial analyst","College","","","","","","","","","",72986,1,24
543,"ROSSHOUSE@EMAIL1.COM","",40,"F","S","Engineer","Post College","","","","","","","","","",79569,1,48
605,"CRAIG.WEBB@EMAIL1.COM","",40,"F","S","Scientist","College","","","","","","","","","",44508,1,12
896,"GREG.ROBERTS@EMAIL2.COM","",40,"M","S","Financial analyst","College","","","","","","","","","",46279,1,0
1158,"CHARLIE.JACKSON@EMAIL1.COM","",40,"M","S","Financial analyst","College","","","","","","","","","",34337,1,36
1163,"DUSTIN.ANDERSON@EMAIL2.COM","",40,"M","S","Nursing","College","","","","","","","","","",78490,1,24
338,"JESSICA.HOUSE","",40,"M","S","Not employed","College","","","","","","","","","",33070,1,36
340,"JESSICA.READY","",40,"M","S","Self Employed","Post College","","","","","","","","","",88616,1,24
382,"BRANDON.ROBERTS","",40,"M","S","Professor","College","","","","","","","","","",67753,1,36
387,"GREGORY.JACKSON","",40,"F","S","Self Employed","College","","","","","","","","","",50706,1,24
835,"ADRIAN.KODJO@EMAIL2.COM","",40,"F","S","Not employed","High School","","","","","","","","","",27059,1,24
49,"GREG.TOWB","",41,"F","S","Not employed","High School","","","","","","","","","",42377,1,48
360,"CHARLIE.CORTEZ","",41,"F","S","Lawyer","College","","","","","","","","","",64326,1,24
830,"ADRIAN.BAUER@EMAIL1.COM","",39,"M","S","Financial analyst","College","","","","","","","","","",39461,1,24
845,"BILLY.CORTEZ@EMAIL1.COM","",39,"F","S","Not employed","High School","","","","","","","","","",34437,1,0
985,"BILL.MILLER@EMAIL3.COM","",39,"F","S","Financial analyst","College","","","","","","","","","",55135,1,48
1007,"CRAIG.JACKSON@EMAIL2.COM","",39,"M","S","Engineer","Post College","","","","","","","","","",85849,1,36
626,"JOHN.HOUSE@EMAIL1.COM","",42,"F","S","Private Sector","High School","","","","","","","","","",42016,1,36
683,"BILL.BIRD@EMAIL3.COM","",42,"M","S","Engineer","College","","","","","","","","","",34688,1,36
889,"GEORGE.HOUSE@EMAIL2.COM","",42,"F","S","Accountant","College","","","","","","","","","",39022,1,36
965,"TERRI.DENNER@EMAIL2.COM","",42,"F","S","Doctor","College","","","","","","","","","",49328,1,36
1217,"LINDSEY.STILLER@EMAIL3.COM","",42,"F","S","Engineer","College","","","","","","","","","",60124,1,48
199,"JACOB.HOUSE","",42,"M","S","Engineer","Post College","","","","","","","","","",73911,1,24
471,"CHRISTOWB@EMAIL1.COM","",42,"F","S","Accountant","Post College","","","","","","","","","",66676,1,36
